Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/search,1879,0,610,411.0335204667898,1.515667070634663,862.0922920526937,1057.012240553486,64.68019383859362,0.0,610,670,700,710,740,770,800,820,860,860,860
,Aggregated,1879,0,610,411.0335204667898,1.515667070634663,862.0922920526937,1057.012240553486,64.68019383859362,0.0,610,670,700,710,740,770,800,820,860,860,860
