Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/ask,60,44,3000,4033.4111645546122,1.4635410625487566,15725.252166972496,422.6,0.8060755704495549,0.5911220849963402,3000,3400,6300,7300,9300,11000,14000,16000,16000,16000,16000
,Aggregated,60,44,3000,4033.4111645546122,1.4635410625487566,15725.252166972496,422.6,0.8060755704495549,0.5911220849963402,3000,3400,6300,7300,9300,11000,14000,16000,16000,16000,16000
